filename,timestamp,blueprint,cluster_name,dok34_0_sys_pc,dok32_all_idle_pc,dok34_load_avg_1,dok34_all_usr_pc,dok33_all_sys_pc,dok34_load_avg_5,dok34_0_nice_pc,CorruptBlocks,dok33_users,NumDeadDataNodes,dok33_all_nice_pc,dok33_all_iowait_pc,dok34_0_irq_pc,dok34_all_nice_pc,dok34_memory_total,dok33_memory_used,dok33_0_iowait_pc,dok32_all_soft_pc,GcCountConcurrentMarkSweep,dok33_load_avg_5,NumStaleDataNodes,dok34_load_avg_15,dok33_0_sys_pc,NumLiveDataNodes,TotalLoad,dok32_all_nice_pc,dok34_0_usr_pc,GcTimeMillisConcurrentMarkSweep,dok34_all_soft_pc,UnderReplicatedBlocks,dok34_all_iowait_pc,dok34_all_steal_pc,dok32_NumCPUs,CapacityTotal,dok34_all_sys_pc,dok34_memory_buff/cache,dok32_memory_free,dok33_Remaining,MissingBlocks,dok33_0_usr_pc,dok32_all_gnice_pc,dok34_Remaining,dok34_memory_shared,dok32_memory_available,dok33_0_nice_pc,dok33_memory_shared,dok33_0_guest_pc,dok32_0_irq_pc,dok33_load_avg_15,dok34_days_up,CapacityRemaining,dok34_all_irq_pc,dok33_NumCPUs,dok32_0_iowait_pc,dok34_NumCPUs,dok32_0_sys_pc,dok33_all_guest_pc,dok33_all_irq_pc,dok32_0_idle_pc,VolumeFailuresTotal,dok34_0_steal_pc,dok32_users,dok32_0_steal_pc,dok33_load_avg_1,dok32_0_nice_pc,dok34_all_guest_pc,dok34_all_idle_pc,dok34_0_soft_pc,dok32_memory_used,dok33_0_steal_pc,dok32_all_iowait_pc,dok34_users,dok33_NumFailedVolumes,dok34_all_gnice_pc,dok33_0_soft_pc,BlockCapacity,dok34_0_gnice_pc,dok33_0_gnice_pc,dok33_all_steal_pc,FilesTotal,dok32_all_steal_pc,dok34_memory_used,dok33_days_up,dok33_0_irq_pc,dok32_all_sys_pc,dok32_memory_buff/cache,dok34_memory_free,dok32_0_soft_pc,dok32_0_usr_pc,dok33_all_idle_pc,dok33_memory_total,dok32_memory_shared,dok33_all_gnice_pc,TotalFiles,dok32_load_avg_15,dok33_memory_free,dok34_0_guest_pc,dok32_NumFailedVolumes,dok32_0_gnice_pc,dok32_all_irq_pc,dok32_memory_total,dok33_all_soft_pc,dok32_all_usr_pc,dok33_all_usr_pc,dok32_0_guest_pc,dok34_memory_available,dok32_all_guest_pc,dok32_Remaining,dok33_0_idle_pc,CapacityUsed,dok34_NumFailedVolumes,dok32_days_up,dok34_0_iowait_pc,dok32_load_avg_1,BlocksTotal,dok32_load_avg_5,dok34_0_idle_pc,dok33_memory_available,dok33_memory_buff/cache
dokcl3_1488552781.txt,1488552781,30,dokcl3,0.95,75.65,1.14,6.74,1.39,1.62,0.00,0,0,0,0.00,1.57,0.00,0.00,3523252,1662136,1.57,0.07,1,1.70,0,1.63,1.39,3,6,0.00,6.74,215,0.08,85,1.89,0.00,1,93365219328,0.95,2177952,680540,7338745856,0,42.15,0.00,4816769024,8608,1776756,0.00,8612,0.00,0.00,2.43,0,17391321088,0.00,1,1.81,1,1.94,0.00,0.00,75.65,0,0.00,0,0.00,1.15,0.00,0.00,90.33,0.08,1505180,0.00,1.81,1,0,0.00,0.19,2097152,0.00,0.00,0.00,1534,0.00,791124,0,0.00,1.94,1337532,554176,0.07,20.53,54.70,3523252,16904,0.00,1534,2.48,398060,0.00,0,0.00,0.00,3523252,0.19,20.53,42.15,0.00,2490740,0.00,5235806208,54.70,23694243164,0,0,1.89,2.90,1092,2.87,90.33,1628484,1463056
dokcl3_1488802863.txt,1488802863,30,dokcl3,0.54,80.11,0.08,2.61,0.83,0.06,0.00,0,0,0,0.00,1.32,0.00,0.00,3523252,2221516,1.32,0.02,2,0.17,0,0.06,0.83,3,6,0.00,2.61,172,0.02,85,0.94,0.00,1,93365219328,0.54,674224,893836,17580998656,0,7.31,0.00,16285605888,8628,1620940,0.00,8644,0.00,0.00,0.33,0,49909108736,0.00,1,1.18,1,1.56,0.00,0.00,80.11,0,0.00,0,0.00,0.02,0.00,0.00,95.89,0.02,1600292,0.00,1.18,1,0,0.00,0.04,2097152,0.00,0.00,0.00,1547,0.00,834164,0,0.00,1.56,1029124,2014864,0.02,17.13,90.51,3523252,8704,0.00,1547,1.20,395088,0.00,0,0.00,0.00,3523252,0.04,17.13,7.31,0.00,2390628,0.00,16042299392,90.51,16712306688,0,0,0.94,0.91,1092,1.28,95.89,1062920,906648
dokcl3_1488802921.txt,1488802921,30,dokcl3,0.57,79.74,1.38,2.98,0.84,0.42,0.00,0,0,0,0.00,1.47,0.00,0.00,3523252,2289276,1.47,0.03,2,0.45,0,0.18,0.84,3,8,0.00,2.98,172,0.02,85,1.47,0.00,1,93365219328,0.57,1303376,436100,17212674048,0,7.33,0.00,15917318144,8696,1531980,0.00,8648,0.00,0.00,0.41,0,48803450880,0.00,1,1.47,1,1.57,0.00,0.00,79.74,0,0.00,0,0.00,1.39,0.00,0.00,94.95,0.02,1689024,0.00,1.47,1,0,0.00,0.05,2097152,0.00,0.00,0.00,1554,0.00,1263948,0,0.00,1.57,1398128,955928,0.03,17.20,90.32,3523252,8752,0.00,1554,1.24,126812,0.00,0,0.00,0.00,3523252,0.05,17.20,7.33,0.00,1959604,0.00,15673393152,90.32,17263591401,0,0,1.47,1.68,1098,1.38,94.95,992468,1107164
dokcl3_1488802981.txt,1488802981,30,dokcl3,0.60,79.14,1.87,3.27,0.87,0.76,0.00,0,0,0,0.00,1.93,0.00,0.00,3523252,2469248,1.93,0.03,2,0.81,0,0.31,0.87,3,7,0.00,3.27,172,0.02,91,1.62,0.00,1,93365219328,0.60,1672748,152528,16709349376,0,7.62,0.00,15365861376,8636,1228748,0.00,8648,0.00,0.00,0.53,0,47332491264,0.00,1,1.76,1,1.59,0.00,0.00,79.14,0,0.00,0,0.00,1.99,0.00,0.00,94.49,0.02,1992016,0.00,1.76,1,0,0.00,0.05,2097152,0.00,0.00,0.00,1564,0.00,1298232,0,0.00,1.59,1378708,552272,0.03,17.47,89.53,3523252,8748,0.00,1558,1.41,125392,0.00,0,0.00,0.00,3523252,0.05,17.47,7.62,0.00,1925424,0.00,15256915968,89.53,17631328417,0,0,1.62,3.56,1107,1.88,94.49,817352,928612
dokcl3_1488803041.txt,1488803041,30,dokcl3,0.63,78.76,1.49,3.66,0.88,0.91,0.00,0,0,0,0.00,2.04,0.00,0.00,3523252,2228664,2.04,0.04,2,0.94,0,0.39,0.88,3,6,0.00,3.66,172,0.03,85,1.75,0.00,1,93365219328,0.63,2041608,765620,16534339584,0,7.73,0.00,15182036992,8668,1595132,0.00,8612,0.00,0.00,0.59,0,46655381504,0.00,1,1.84,1,1.61,0.00,0.00,78.76,0,0.00,0,0.00,1.83,0.00,0.00,93.92,0.03,1627340,0.00,1.84,1,0,0.00,0.05,2097152,0.00,0.00,0.00,1559,0.00,912872,0,0.00,1.61,1130292,568772,0.04,17.75,89.29,3523252,8712,0.00,1559,1.59,588784,0.00,0,0.00,0.00,3523252,0.05,17.75,7.73,0.00,2310964,0.00,14939004928,89.29,16848215235,0,0,1.75,4.13,1101,2.32,93.92,1063244,705804
dokcl3_1488803101.txt,1488803101,30,dokcl3,0.67,78.30,2.42,3.99,0.90,1.30,0.00,0,0,0,0.00,2.18,0.00,0.00,3523252,2237028,2.18,0.04,2,0.89,0,0.56,0.90,3,6,0.00,3.99,172,0.03,85,1.99,0.00,1,93365219328,0.67,1843232,626240,16157339648,0,7.83,0.00,15080837120,8684,1589364,0.00,8612,0.00,0.00,0.60,0,46394298368,0.00,1,2.10,1,1.63,0.00,0.00,78.30,0,0.00,0,0.00,1.06,0.00,0.00,93.31,0.03,1632740,0.00,2.10,1,0,0.00,0.06,2097152,0.00,0.00,0.00,1563,0.00,894580,0,0.00,1.63,1264272,785440,0.04,17.93,89.03,3523252,8752,0.00,1560,1.70,473268,0.00,0,0.00,0.00,3523252,0.06,17.93,7.83,0.00,2329096,0.00,15156240384,89.03,16896924181,0,0,1.99,3.96,1104,2.53,93.31,1055888,812956
dokcl3_1488803162.txt,1488803162,30,dokcl3,0.71,78.02,2.98,4.34,0.92,1.65,0.00,0,0,0,0.00,2.42,0.00,0.00,3523252,2235352,2.42,0.04,2,1.07,0,0.73,0.92,3,6,0.00,4.34,172,0.04,85,2.16,0.00,1,93365219328,0.71,1849384,511396,16102305792,0,7.99,0.00,14778482688,8636,1606880,0.00,8612,0.00,0.00,0.68,0,45686579200,0.00,1,2.26,1,1.64,0.00,0.00,78.02,0,0.00,0,0.00,1.53,0.00,0.00,92.76,0.04,1617300,0.00,2.26,1,0,0.00,0.06,2097152,0.00,0.00,0.00,1567,0.00,918432,0,0.00,1.64,1394556,755436,0.04,18.03,88.60,3523252,8712,0.00,1567,1.76,404056,0.00,0,0.00,0.00,3523252,0.06,18.03,7.99,0.00,2305476,0.00,14854189056,88.60,17264658015,0,0,2.16,3.38,1107,2.57,92.76,1057548,883844
dokcl3_1488803221.txt,1488803221,30,dokcl3,0.75,77.71,2.44,4.65,0.94,1.75,0.00,0,0,0,0.00,2.63,0.00,0.00,3523252,2238848,2.63,0.05,2,1.32,0,0.82,0.94,3,6,0.00,4.65,172,0.04,85,2.27,0.00,1,93365219328,0.75,1826604,453508,15787462656,0,8.08,0.00,14438907904,8684,1617592,0.00,8648,0.00,0.00,0.79,0,44734980096,0.00,1,2.36,1,1.66,0.00,0.00,77.71,0,0.00,0,0.00,2.11,0.00,0.00,92.29,0.04,1607740,0.00,2.36,1,0,0.00,0.07,2097152,0.00,0.00,0.00,1571,0.00,864308,0,0.00,1.66,1462004,832340,0.05,18.22,88.29,3523252,8752,0.00,1571,1.79,387744,0.00,0,0.00,0.00,3523252,0.07,18.22,8.08,0.00,2359584,0.00,14508679168,88.29,17264875081,0,0,2.27,2.64,1110,2.52,92.29,1059176,896660
dokcl3_1488803281.txt,1488803281,30,dokcl3,0.77,77.43,2.19,4.96,0.95,1.81,0.00,0,0,0,0.00,2.63,0.00,0.00,3523252,2236852,2.63,0.05,2,1.18,0,0.90,0.95,3,6,0.00,4.96,172,0.04,85,2.35,0.00,1,93365219328,0.77,1857664,429800,15631507456,0,8.22,0.00,14255321088,8688,1613524,0.00,8612,0.00,0.00,0.77,0,44163481600,0.00,1,2.55,1,1.68,0.00,0.00,77.43,0,0.00,0,0.00,1.08,0.00,0.00,91.87,0.04,1613004,0.00,2.55,1,0,0.00,0.07,2097152,0.00,0.00,0.00,1575,0.00,871028,0,0.00,1.68,1480448,794560,0.05,18.29,88.13,3523252,8712,0.00,1575,1.82,365852,0.00,0,0.00,0.00,3523252,0.07,18.29,8.22,0.00,2352756,0.00,14276653056,88.13,16713804272,0,0,2.35,2.63,1113,2.48,91.87,1061872,920548
dokcl3_1488803341.txt,1488803341,30,dokcl3,0.80,77.11,1.92,5.18,0.97,1.89,0.00,0,0,0,0.00,2.77,0.00,0.00,3523252,2239104,2.77,0.06,2,1.44,0,0.99,0.97,3,6,0.00,5.18,172,0.05,85,2.51,0.00,1,93365219328,0.80,1840884,550852,15637520384,0,8.41,0.00,14255599616,8684,1614480,0.00,8612,0.00,0.00,0.88,0,44353064960,0.00,1,2.68,1,1.69,0.00,0.00,77.11,0,0.00,0,0.00,1.99,0.00,0.00,91.46,0.05,1612216,0.00,2.68,1,0,0.00,0.07,2097152,0.00,0.00,0.00,1579,0.00,867820,0,0.00,1.69,1360184,814548,0.06,18.46,87.78,3523252,8748,0.00,1579,1.94,623160,0.00,0,0.00,0.00,3523252,0.07,18.46,8.41,0.00,2355936,0.00,14459920384,87.78,16714318682,0,0,2.51,3.25,1116,2.71,91.46,1062304,660988
dokcl3_1488803401.txt,1488803401,30,dokcl3,0.82,76.77,1.36,5.47,0.98,1.78,0.00,0,0,0,0.00,2.79,0.00,0.00,3523252,2239532,2.79,0.06,2,1.70,0,1.01,0.98,3,6,0.00,5.47,172,0.05,85,2.61,0.00,1,93365219328,0.82,2127244,744360,15589199872,0,8.47,0.00,13888155648,8608,1645044,0.00,8676,0.00,0.00,1.00,0,43617914880,0.00,1,2.83,1,1.71,0.00,0.00,76.77,0,0.00,0,0.00,2.85,0.00,0.00,91.04,0.05,1606548,0.00,2.83,1,0,0.00,0.08,2097152,0.00,0.00,0.00,1583,0.00,844976,0,0.00,1.71,1172344,551032,0.06,18.63,87.68,3523252,8712,0.00,1583,1.95,477560,0.00,0,0.00,0.00,3523252,0.08,18.63,8.47,0.00,2378848,0.00,14140379136,87.68,16714533002,0,0,2.61,2.64,1119,2.61,91.04,1062356,806160
dokcl3_1488803701.txt,1488803701,30,dokcl3,0.85,77.01,0.25,5.70,0.98,0.86,0.00,0,0,0,0.00,2.74,0.00,0.00,3523252,554056,2.74,0.06,1,0.66,0,0.82,0.98,3,6,0.00,5.70,240,0.05,0,2.61,0.00,1,93365219328,0.85,1387972,1981976,16271511552,0,8.37,0.00,14985965568,8564,2583832,0.00,8572,0.00,0.00,0.74,0,46010343424,0.00,1,2.81,1,1.72,0.00,0.00,77.01,0,0.00,0,0.00,0.08,0.00,0.00,90.79,0.05,679180,0.00,2.81,1,0,0.00,0.07,2097152,0.00,0.00,0.00,1581,0.00,593160,0,0.00,1.72,862096,1542120,0.06,18.41,87.84,3523252,8532,0.00,1581,1.58,2365084,0.00,0,0.00,0.00,3523252,0.07,18.41,8.37,0.00,2632144,0.00,14752829440,87.84,16714533002,0,0,2.61,0.59,1119,1.33,90.79,2752380,604112
dokcl3_1488803761.txt,1488803761,30,dokcl3,0.84,77.12,0.09,5.66,0.98,0.70,0.00,0,0,0,0.00,2.71,0.00,0.00,3523252,556984,2.71,0.06,1,0.54,0,0.77,0.98,3,6,0.00,5.66,240,0.05,0,2.59,0.00,1,93365219328,0.84,1388024,1978636,16271511552,0,8.30,0.00,14985986048,8564,2580516,0.00,8572,0.00,0.00,0.69,0,46010327040,0.00,1,2.78,1,1.71,0.00,0.00,77.12,0,0.00,0,0.00,0.03,0.00,0.00,90.86,0.05,682572,0.00,2.78,1,0,0.00,0.07,2097152,0.00,0.00,0.00,1581,0.00,595976,0,0.00,1.71,862044,1539252,0.06,18.32,87.94,3523252,8532,0.00,1581,1.50,2362120,0.00,0,0.00,0.00,3523252,0.07,18.32,8.30,0.00,2629296,0.00,14752804864,87.94,16714533002,0,0,2.59,0.46,1119,1.15,90.86,2749436,604148
dokcl3_1488803821.txt,1488803821,30,dokcl3,0.84,77.25,0.03,5.62,0.97,0.57,0.00,0,0,0,0.00,2.70,0.00,0.00,3523252,608684,2.70,0.06,2,0.44,0,0.72,0.97,3,6,0.00,5.62,436,0.05,85,2.56,0.00,1,93365219328,0.84,1388040,1977976,16271204352,0,8.25,0.00,14985986048,8564,2579884,0.00,8564,0.00,0.00,0.65,0,46010097664,0.00,1,2.76,1,1.71,0.00,0.00,77.25,0,0.00,0,0.00,0.01,0.00,0.00,90.93,0.05,683192,0.00,2.76,1,0,0.00,0.07,2097152,0.00,0.00,0.00,1581,0.00,596724,0,0.00,1.71,862084,1538488,0.06,18.23,88.01,3523252,8536,0.00,1581,1.43,2267516,0.00,0,0.00,0.00,3523252,0.07,18.23,8.25,0.00,2628556,0.00,14752800768,88.01,16714533002,0,0,2.56,0.42,1119,1.01,90.93,2697476,647052
dokcl3_1488803882.txt,1488803882,30,dokcl3,0.84,76.91,0.45,5.74,0.99,0.58,0.00,0,0,0,0.00,2.68,0.00,0.00,3523252,1397320,2.68,0.06,2,1.33,0,0.71,0.99,3,6,0.00,5.74,436,0.05,85,2.55,0.00,1,93365219328,0.84,1398024,1509888,16208990208,0,8.80,0.00,14984654848,8600,2149268,0.00,8640,0.00,0.00,0.95,0,45937467392,0.00,1,2.74,1,1.73,0.00,0.00,76.91,0,0.00,0,0.00,3.36,0.00,0.00,90.82,0.05,1112692,0.00,2.74,1,0,0.00,0.07,2097152,0.00,0.00,0.00,1581,0.00,728756,0,0.00,1.73,900672,1396472,0.06,18.56,87.45,3523252,8640,0.00,1581,1.50,1303784,0.00,0,0.00,0.00,3523252,0.07,18.56,8.80,0.00,2496248,0.00,14743797760,87.45,16714533002,0,0,2.55,1.82,1119,1.29,90.82,1907296,822148
dokcl3_1488803941.txt,1488803941,30,dokcl3,0.84,76.51,0.16,5.71,1.00,0.47,0.00,0,0,0,0.00,2.66,0.00,0.00,3523252,1946508,2.66,0.06,2,2.49,0,0.66,1.00,3,6,0.00,5.71,436,0.05,85,2.53,0.00,1,93365219328,0.84,1399716,1190380,16159047680,0,9.61,0.00,14989058048,8600,1858376,0.00,8640,0.00,0.00,1.37,0,45881626624,0.00,1,2.72,1,1.76,0.00,0.00,76.51,0,0.00,0,0.00,6.16,0.00,0.00,90.87,0.05,1401808,0.00,2.72,1,0,0.00,0.07,2097152,0.00,0.00,0.00,1583,0.00,738512,0,0.00,1.76,931064,1385024,0.06,18.96,86.65,3523252,8704,0.00,1583,1.65,625560,0.00,0,0.00,0.00,3523252,0.07,18.96,9.61,0.00,2486444,0.00,14733459456,86.65,16714533002,0,0,2.53,3.04,1119,1.77,90.87,1357240,951184
dokcl3_1488804001.txt,1488804001,30,dokcl3,0.83,76.56,0.37,5.67,1.00,0.50,0.00,0,0,0,0.00,2.64,0.00,0.00,3523252,2143788,2.64,0.05,2,3.05,0,0.66,1.00,3,6,0.00,5.67,436,0.05,85,2.51,0.00,1,93365219328,0.83,1399864,1191700,16151773184,0,10.45,0.00,14989004800,8676,1859688,0.00,8604,0.00,0.00,1.63,0,45876510720,0.00,1,2.69,1,1.75,0.00,0.00,76.56,0,0.00,0,0.00,5.68,0.00,0.00,90.93,0.05,1400512,0.00,2.69,1,0,0.00,0.08,2097152,0.00,0.00,0.00,1583,0.00,756068,0,0.00,1.75,931040,1367320,0.05,18.94,85.84,3523252,8704,0.00,1583,1.59,360740,0.00,0,0.00,0.00,3523252,0.08,18.94,10.45,0.00,2468800,0.00,14735654912,85.84,16714533002,0,0,2.51,1.64,1119,1.57,90.93,1159848,1018724
dokcl3_1488804062.txt,1488804062,30,dokcl3,0.85,76.36,2.57,5.88,1.02,1.04,0.00,0,0,0,0.00,2.62,0.00,0.00,3523252,2437960,2.62,0.06,2,4.02,0,0.84,1.02,3,6,0.00,5.88,436,0.05,85,2.59,0.00,1,93365219328,0.85,1767332,377192,15958663168,0,11.00,0.00,14620938240,8668,1418928,0.00,8648,0.00,0.00,2.06,0,44943151104,0.00,1,2.72,1,1.77,0.00,0.00,76.36,0,0.00,0,0.00,6.99,0.00,0.00,90.63,0.05,1838948,0.00,2.72,1,0,0.00,0.08,2097152,0.00,0.00,0.00,1590,0.00,1190644,0,0.00,1.77,1307112,565276,0.06,19.10,85.27,3523252,8720,0.00,1590,1.60,127016,0.00,0,0.00,0.00,3523252,0.08,19.10,11.00,0.00,2033108,0.00,14365515776,85.27,17265817232,0,0,2.59,2.07,1125,1.63,90.63,864364,958276
dokcl3_1488804121.txt,1488804121,30,dokcl3,0.89,75.83,2.45,6.19,1.06,1.31,0.00,0,0,0,0.00,2.70,0.00,0.00,3523252,2455312,2.70,0.06,2,3.54,0,0.94,1.06,3,6,0.00,6.19,436,0.06,85,2.76,0.00,1,93365219328,0.89,1863780,242396,15586775040,0,11.17,0.00,14244384768,8664,894952,0.00,8612,0.00,0.00,2.02,0,43837235200,0.00,1,2.89,1,1.79,0.00,0.00,75.83,0,0.00,0,0.00,3.33,0.00,0.00,90.11,0.06,2389008,0.00,2.89,1,0,0.00,0.09,2097152,0.00,0.00,0.00,1594,0.00,1544056,0,0.00,1.79,891848,115416,0.06,19.43,84.98,3523252,8756,0.00,1594,1.68,221884,0.00,0,0.00,0.00,3523252,0.09,19.43,11.17,0.00,1679304,0.00,13997678592,84.98,17817397560,0,0,2.76,2.69,1128,1.85,90.11,849324,846056
dokcl3_1488804181.txt,1488804181,30,dokcl3,0.92,75.50,1.97,6.39,1.08,1.47,0.00,0,0,0,0.00,2.85,0.00,0.00,3523252,2203724,2.85,0.06,2,3.36,0,1.03,1.08,3,7,0.00,6.39,436,0.06,85,2.82,0.00,1,93365219328,0.92,2136636,919828,15210999808,0,11.40,0.00,13885612032,8608,1827028,0.00,8616,0.00,0.00,2.05,0,42726240256,0.00,1,2.99,1,1.82,0.00,0.00,75.50,0,0.00,0,0.00,2.89,0.00,0.00,89.81,0.06,1455880,0.00,2.99,1,0,0.00,0.09,2097152,0.00,0.00,0.00,1595,0.00,779964,0,0.00,1.82,1147544,606652,0.06,19.62,84.58,3523252,8712,0.00,1595,1.71,1087560,0.00,0,0.00,0.00,3523252,0.09,19.62,11.40,0.00,2444196,0.00,13630402560,84.58,18233632140,0,0,2.82,2.53,1128,1.91,89.81,1106088,231968
dokcl3_1488804241.txt,1488804241,30,dokcl3,0.95,75.19,1.73,6.73,1.09,1.51,0.00,0,0,0,0.00,2.96,0.00,0.00,3523252,2214624,2.96,0.07,2,3.19,0,1.07,1.09,3,6,0.00,6.73,436,0.06,85,2.95,0.00,1,93365219328,0.95,1477816,718948,14856192000,0,11.47,0.00,13518020608,8608,1820204,0.00,8612,0.00,0.00,2.08,0,41637179392,0.00,1,3.08,1,1.86,0.00,0.00,75.19,0,0.00,0,0.00,2.68,0.00,0.00,89.31,0.06,1459996,0.00,3.08,1,0,0.00,0.10,2097152,0.00,0.00,0.00,1599,0.00,765956,0,0.00,1.86,1344308,1279480,0.07,19.81,84.38,3523252,8712,0.00,1602,1.90,666084,0.00,0,0.00,0.00,3523252,0.10,19.81,11.47,0.00,2465008,0.00,13262176256,84.38,18920478901,0,0,2.95,3.92,1131,2.43,89.31,1092316,642544
dokcl3_1488804302.txt,1488804302,30,dokcl3,0.99,75.02,1.32,7.04,1.11,1.46,0.00,0,0,0,0.00,3.11,0.00,0.00,3523252,2219000,3.11,0.07,2,3.02,0,1.08,1.11,3,6,0.00,7.04,436,0.07,85,3.03,0.00,1,93365219328,0.99,1822596,545692,14487113728,0,11.71,0.00,13150199808,8640,1816732,0.00,8612,0.00,0.00,2.09,0,40531968000,0.00,1,3.16,1,1.87,0.00,0.00,75.02,0,0.00,0,0.00,2.37,0.00,0.00,88.87,0.07,1462860,0.00,3.16,1,0,0.00,0.10,2097152,0.00,0.00,0.00,1603,0.00,817884,0,0.00,1.87,1514700,882772,0.07,19.88,83.96,3523252,8712,0.00,1603,1.93,1038092,0.00,0,0.00,0.00,3523252,0.10,19.88,11.71,0.00,2411592,0.00,12894654464,83.96,19472533037,0,0,3.03,2.83,1134,2.41,88.87,1090604,266160
dokcl3_1488804361.txt,1488804361,30,dokcl3,1.02,74.76,1.29,7.35,1.15,1.44,0.00,0,0,0,0.00,3.09,0.00,0.00,3523252,2246116,3.09,0.07,2,3.03,0,1.10,1.15,3,6,0.00,7.35,436,0.07,85,3.18,0.00,1,93365219328,1.02,1482660,509096,14177959936,0,11.93,0.00,12782374912,8676,1817624,0.00,8612,0.00,0.00,2.15,0,39487770624,0.00,1,3.35,1,1.87,0.00,0.00,74.76,0,0.00,0,0.00,2.84,0.00,0.00,88.37,0.07,1464152,0.00,3.35,1,0,0.00,0.10,2097152,0.00,0.00,0.00,1607,0.00,792620,0,0.00,1.87,1550004,1247972,0.07,19.94,83.73,3523252,8712,0.00,1607,2.16,717768,0.00,0,0.00,0.00,3523252,0.10,19.94,11.93,0.00,2462604,0.00,12527308800,83.73,20024075558,0,0,3.18,5.15,1137,3.04,88.37,1060056,559368
dokcl3_1488804421.txt,1488804421,30,dokcl3,1.06,74.58,1.41,7.62,1.16,1.50,0.00,0,0,0,0.00,3.09,0.00,0.00,3523252,2257612,3.09,0.08,2,2.66,0,1.14,1.16,3,6,0.00,7.62,436,0.07,85,3.22,0.00,1,93365219328,1.06,1831716,505640,13994000384,0,12.16,0.00,12414619648,8608,1819372,0.00,8612,0.00,0.00,2.08,0,38568517632,0.00,1,3.47,1,1.88,0.00,0.00,74.58,0,0.00,0,0.00,1.64,0.00,0.00,88.03,0.07,1462412,0.00,3.47,1,0,0.00,0.11,2097152,0.00,0.00,0.00,1611,0.00,766768,0,0.00,1.88,1555200,924768,0.08,19.99,83.48,3523252,8752,0.00,1611,2.11,1044372,0.00,0,0.00,0.00,3523252,0.11,19.99,12.16,0.00,2487208,0.00,12159873024,83.48,20391894466,0,0,3.22,2.77,1140,2.72,88.03,1055440,221268
dokcl3_1488804481.txt,1488804481,30,dokcl3,1.08,74.21,1.17,7.75,1.18,1.45,0.00,0,0,0,0.00,3.09,0.00,0.00,3523252,2262440,3.09,0.08,2,2.53,0,1.15,1.18,3,6,0.00,7.75,436,0.07,85,3.36,0.00,1,93365219328,1.08,2173224,833320,13618073600,0,12.38,0.00,12046962688,8684,1819700,0.00,8612,0.00,0.00,2.07,0,37456977920,0.00,1,3.61,1,1.91,0.00,0.00,74.21,0,0.00,0,0.00,1.80,0.00,0.00,87.73,0.07,1467052,0.00,3.61,1,0,0.00,0.11,2097152,0.00,0.00,0.00,1615,0.00,778256,0,0.00,1.91,1222880,571772,0.08,20.18,83.23,3523252,8712,0.00,1615,2.20,1058300,0.00,0,0.00,0.00,3523252,0.11,20.18,12.38,0.00,2471304,0.00,11791863808,83.23,20943474912,0,0,3.36,3.28,1143,2.88,87.73,1059944,202512
dokcl3_1488804541.txt,1488804541,30,dokcl3,1.10,73.93,1.23,8.06,1.19,1.45,0.00,0,0,0,0.00,3.17,0.00,0.00,3523252,2266196,3.17,0.08,2,2.44,0,1.17,1.19,3,6,0.00,8.06,436,0.08,85,3.35,0.00,1,93365219328,1.10,1466476,841424,13261107200,0,12.46,0.00,11679350784,8608,1819708,0.00,8612,0.00,0.00,2.07,0,36365344768,0.00,1,3.69,1,1.95,0.00,0.00,73.93,0,0.00,0,0.00,1.84,0.00,0.00,87.40,0.08,1469672,0.00,3.69,1,0,0.00,0.12,2097152,0.00,0.00,0.00,1619,0.00,773848,0,0.00,1.95,1212156,1282928,0.08,20.35,83.05,3523252,8712,0.00,1624,2.20,624584,0.00,0,0.00,0.00,3523252,0.12,20.35,12.46,0.00,2500568,0.00,11424686080,83.05,21495017459,0,0,3.35,2.73,1146,2.76,87.40,1041456,632472
dokcl3_1488804602.txt,1488804602,30,dokcl3,1.13,73.65,1.97,8.37,1.22,1.63,0.00,0,0,0,0.00,3.22,0.00,0.00,3523252,2264848,3.22,0.08,2,2.78,0,1.25,1.22,3,6,0.00,8.37,436,0.08,85,3.34,0.00,1,93365219328,1.13,1452404,498244,12890034176,0,12.60,0.00,11311759360,8644,1811596,0.00,8612,0.00,0.00,2.21,0,35258040320,0.00,1,3.90,1,1.95,0.00,0.00,73.65,0,0.00,0,0.00,3.09,0.00,0.00,87.07,0.08,1476036,0.00,3.90,1,0,0.00,0.12,2097152,0.00,0.00,0.00,1623,0.00,815264,0,0.00,1.95,1548972,1255584,0.08,20.40,82.83,3523252,8712,0.00,1621,2.18,699948,0.00,0,0.00,0.00,3523252,0.12,20.40,12.60,0.00,2467152,0.00,11055988736,82.83,22046260197,0,0,3.34,2.27,1149,2.60,87.07,1041196,558456
